Year,Age,Gender,Spending,Stay,Country_of_origin
2023,17,1,1212,5,New Caledonia
2023,39,1,1839,7,Niue
2023,39,1,1205,8,Niue
2023,30,0,1486,9,Niue
2023,68,0,1175,6,Niue
2023,18,1,916,5,Niue
2023,62,1,1035,8,Niue
2023,64,1,1868,7,Niue
2023,61,0,1248,12,Samoa
2023,31,0,887,11,Samoa
2023,73,1,894,28,Samoa
2023,26,0,812,15,Samoa
2023,30,0,1693,28,Samoa
2023,64,0,1539,27,Samoa
2023,51,0,1495,13,Samoa
2023,62,1,798,7,Samoa
2023,17,0,1790,6,Singapore
2023,38,0,590,3,Singapore
2023,31,1,560,2,Singapore
2023,18,0,1393,7,Singapore
2023,51,0,1480,5,Singapore
2023,29,1,679,9,Singapore
2023,52,0,704,4,Singapore
2023,19,0,604,8,Singapore
2023,37,0,1226,11,Singapore
2023,51,1,1972,9,Singapore
2023,70,0,1074,11,Singapore
2023,76,0,1541,9,Singapore
2023,43,1,469,7,Singapore
2023,65,0,1350,12,South Korea
2023,50,0,1891,14,South Korea
2023,72,0,1457,20,South Korea
2023,69,0,993,6,South Korea
2023,67,0,1429,11,South Korea
2023,64,0,666,10,South Korea
2023,71,1,1986,10,Taiwan
2023,52,1,1411,11,Taiwan
2023,72,0,1729,14,Taiwan
2023,58,0,548,9,Taiwan
2023,55,1,1216,23,Taiwan
2023,74,1,1191,17,Taiwan
2023,42,0,510,12,Taiwan
2023,43,0,645,14,Tonga
2023,63,0,1898,7,Tonga
2023,44,0,1435,14,Tonga
2023,37,0,1664,14,Tonga
2023,55,0,1981,6,Tonga
2023,62,1,1192,12,Tonga
2023,39,0,481,14,Tonga
2023,31,0,717,12,United Arab Emirates
2023,3,0,1486,10,United Arab Emirates
2023,25,0,1918,10,United Arab Emirates
2023,17,0,1817,7,United Arab Emirates
2023,25,0,2004,7,United Arab Emirates
2023,24,1,585,6,United Arab Emirates
2023,10,0,668,5,United States
2023,26,0,463,7,United States
2023,71,1,1942,8,United States
2023,43,1,1634,9,United States
2023,50,0,1379,6,United States
2023,50,1,2015,5,United States
2023,37,1,1833,8,United States
2023,36,0,1788,26,United States
2023,32,0,875,8,United States
2023,32,1,1594,13,United States
2023,27,1,1456,7,United States
2023,36,0,1156,6,United States
2023,26,0,1094,3,United States
2023,25,0,853,2,United States
2023,26,0,1936,7,United States
2023,20,1,1135,5,United States
2023,10,0,907,9,United States
2023,3,1,787,4,United States
2023,23,1,1680,8,United States
2023,14,0,1704,11,United States
2023,44,1,1560,9,United States
2023,3,0,1190,11,United States
2023,46,0,1190,9,United States
2023,17,1,642,7,United States
2023,49,0,765,12,United States
2023,29,0,659,14,United States
2023,3,0,1054,20,United States
2023,36,1,641,6,Vanuatu
2023,36,0,831,11,Vanuatu
2023,48,1,657,10,Vanuatu
2023,35,0,857,10,Vanuatu
2023,16,0,1207,11,Vanuatu
2023,21,1,954,14,Vanuatu
2023,29,0,1020,9,Vanuatu
2023,45,1,953,23,Vanuatu
2023,29,1,865,17,Australia
2023,17,0,1140,12,Australia
2023,31,1,1108,14,Australia
2023,48,0,724,7,Australia
2023,26,0,723,14,Australia
2023,39,0,1102,14,Australia
2023,39,0,1801,6,Australia
2023,18,0,960,12,Australia
2023,40,0,840,14,Australia
2023,10,1,740,12,Australia
2023,40,1,977,10,Australia
2023,14,0,827,10,Australia
2023,32,0,650,7,Australia
2023,38,1,921,7,Australia
2023,36,0,877,6,Australia
2023,30,1,1630,5,Australia
2023,17,1,1498,7,Australia
2023,46,1,677,8,Australia
2023,32,0,538,9,Australia
2023,25,1,1476,6,Australia
2023,33,0,1663,5,Australia
2023,35,1,1875,8,Australia
2023,33,0,581,12,Australia
2023,30,0,1804,16,Australia
2023,31,1,871,14,Australia
2023,36,0,650,11,Australia
2023,25,1,1450,9,Australia
2023,32,0,11030,13,Australia
2023,32,0,1140,7,Australia
2023,26,0,1142,6,Australia
2023,35,0,910,3,Australia
2023,36,0,650,2,Australia
2023,25,1,2100,7,Australia
2023,17,0,660,5,Australia
2023,36,1,740,9,Australia
2023,24,1,690,4,Australia
2023,35,1,580,8,Australia
2023,25,0,750,11,Australia
2023,36,0,851,9,Australia
2023,43,0,953,11,Australia
2023,50,0,680,9,Australia
2023,50,0,655,7,Australia
2023,37,0,800,12,Australia
2023,36,0,587,14,Australia
2023,26,0,610,20,Australia
2023,23,1,980,6,Australia
2023,27,0,670,11,Australia
2023,36,0,880,10,Australia
2023,26,0,960,10,Australia
2023,25,1,880,11,Australia
2023,26,0,1020,14,Australia
2023,20,0,748,9,Australia
2023,17,0,453,23,Australia
2023,20,1,1100,17,Australia
2023,23,0,1600,12,Australia
2023,14,0,949,14,Australia
2023,44,0,640,7,Australia
2023,29,0,750,14,Australia
2023,46,1,850,14,Australia
2023,17,0,560,6,Australia
2023,49,0,999,12,Australia
2023,29,0,1100,14,Australia
2023,23,0,948,12,Australia
2023,36,0,539,10,Australia
2023,36,0,1400,10,Australia
2023,48,0,599,7,Australia
2023,35,1,680,7,Australia
2023,16,1,1200,6,Australia
2023,21,0,847,5,Australia
2023,29,1,504,7,Australia
2023,45,0,1619,8,Australia
2023,29,0,1937,9,Australia
2023,17,1,1200,6,Australia
2023,31,0,1100,5,Australia
2023,48,0,705,8,Australia
2023,26,1,1857,27,Australia
2023,20,0,1300,9,Australia
2023,22,0,1438,8,Australia
2023,44,1,1020,7,Australia
2023,40,0,990,13,Australia
2023,28,0,1187,7,Australia
2023,40,1,1801,6,Australia
2023,42,0,872,3,Australia
2023,32,0,1570,2,Australia
2023,42,0,1110,7,Australia
2023,36,0,514,5,Australia
2023,30,0,769,9,Australia
2023,17,1,741,4,Australia
2023,46,0,1020,8,Australia
2023,32,0,690,11,Australia
2023,25,1,1100,9,Australia
2023,20,1,1200,11,Australia
2023,35,0,682,9,Australia
2023,22,0,940,7,Australia
2023,30,0,850,12,Australia
2023,31,0,750,14,Australia
2023,36,0,464,20,Australia
2023,25,0,940,6,Australia
2023,32,0,851,11,Australia
2023,32,1,477,10,Australia
2023,26,0,660,10,Australia
2023,35,0,687,11,Australia
2023,29,0,590,14,Australia
2023,45,1,789,9,Australia
2023,44,0,1100,23,Australia
2023,32,0,1200,17,Australia
2023,19,0,950,12,Australia
2023,32,1,801,14,Australia
2023,17,1,1065,7,Australia
2023,44,0,820,14,Australia
2023,25,1,652,14,Australia
2023,20,1,960,6,Australia
2023,32,1,762,12,Australia
2023,20,0,810,14,Australia
2023,32,0,650,12,Australia
2023,54,0,801,10,Australia
2023,27,1,1120,10,Australia
2023,21,1,794,7,Australia
2023,50,0,688,7,Australia
2023,18,0,997,6,Australia
2023,26,1,944,5,Australia
2023,63,1,1255,7,Australia
2023,57,0,1057,8,Australia
2023,18,0,938,9,Australia
2023,33,0,1500,6,Australia
2023,18,0,707,5,Australia
2023,64,1,1030,8,Australia
2023,48,1,1565,21,Australia
2023,51,1,880,22,Australia
2023,35,1,1218,11,Australia
2023,35,1,960,26,Australia
2023,31,1,832,20,Australia
2023,30,0,650,17,Australia
2023,37,1,1375,16,Australia
2023,38,0,640,6,Australia
2023,40,1,847,14,Australia
2023,18,0,740,12,Australia
2023,18,1,476,15,Australia
2023,37,1,650,14,Australia
2023,28,0,516,25,Australia
2023,29,1,840,15,Canada
2023,50,0,990,18,Canada
2023,18,0,860,6,Canada
2023,18,0,1090,25,Canada
2023,60,1,548,22,Canada
2023,18,1,758,18,Canada
2023,26,1,925,28,Chile
2023,16,0,1140,18,Chile
2023,40,0,722,9,Chile
2023,19,0,1749,7,Chile
2023,21,1,1160,12,Chile
2023,49,1,1335,28,China
2023,23,1,1100,12,China
2023,22,1,909,11,China
2023,18,1,1460,28,China
2023,36,1,1206,12,China
2023,28,1,598,24,China
2023,33,0,1212,17,China
2023,18,0,1201,11,China
2023,32,1,1200,16,China
2023,34,0,936,8,China
2023,38,1,909,22,China
2023,43,1,1400,12,China
2023,19,1,1369,19,China
2023,56,1,1188,16,China
2023,37,1,1830,10,China
2023,40,1,573,27,China
2023,23,1,1579,12,Cook Islands
2023,37,0,1974,8,Cook Islands
2023,22,0,1658,11,Cook Islands
2023,30,0,939,20,Cook Islands
2023,46,1,1592,15,Cook Islands
2023,23,1,1232,13,Cook Islands
2023,31,1,1451,27,Cook Islands
2023,25,0,1946,12,Cook Islands
2023,32,1,820,10,Fiji
2023,31,0,1337,16,Fiji
2023,18,0,691,21,Fiji
2023,31,0,1500,25,Fiji
2023,46,1,1600,22,Fiji
2023,30,1,1200,8,Fiji
2023,40,1,950,18,Fiji
2023,36,1,870,7,Fiji
2023,30,0,580,24,Fiji
2023,32,1,900,20,Fiji
2023,28,1,670,17,Fiji
2023,24,0,924,3,Fiji
2023,42,0,742,7,Fiji
2023,25,1,840,6,French Polynesia
2023,48,0,1494,10,French Polynesia
2023,40,0,1500,14,French Polynesia
2023,18,0,1400,10,French Polynesia
2023,23,0,541,12,French Polynesia
2023,30,0,1818,8,French Polynesia
2023,21,0,1769,14,French Polynesia
2023,50,1,496,10,French Polynesia
2023,37,1,1345,9,Hong Kong
2023,33,0,680,14,Hong Kong
2023,18,1,1065,10,Hong Kong
2023,31,0,472,5,Hong Kong
2023,43,1,816,8,Hong Kong
2023,33,0,850,21,Hong Kong
2023,30,0,950,11,Hong Kong
2023,28,0,913,14,Hong Kong
2023,38,1,640,12,Japan
2023,44,0,810,10,Japan
2023,33,0,745,9,Japan
2023,25,1,512,8,Japan
2023,35,1,682,7,Japan
2023,39,0,930,10,Japan
2023,53,1,466,12,Japan
2023,23,1,580,10,Japan
2023,20,1,966,12,Malaysia
2023,30,1,840,10,Malaysia
2023,18,0,960,14,Malaysia
2023,29,0,780,7,Malaysia
2023,53,0,809,8,Malaysia
2023,30,1,650,6,Malaysia
2023,17,0,931,7,Malaysia
2023,30,1,910,9,Malaysia
2023,39,1,960,7,New Caledonia
2023,22,0,650,6,New Caledonia
2023,17,1,780,8,New Caledonia
2023,56,1,985,7,New Caledonia
2023,37,0,912,21,New Caledonia
2023,33,1,650,7,New Caledonia
2023,31,0,795,6,New Caledonia
2023,37,1,985,9,Samoa
2023,29,0,960,8,Samoa
2023,51,1,780,7,Samoa
2023,35,1,640,10,Samoa
2023,33,1,590,10,Samoa
2023,18,1,630,14,Samoa
2023,33,1,613,7,Samoa
2023,39,0,655,11,Seaports
2023,30,0,690,10,Seaports
2023,20,0,785,9,Seaports
2023,56,1,785,11,Seaports
2023,36,1,990,14,Seaports
2023,28,1,680,6,Seaports
2023,42,0,492,19,Seaports
2023,17,1,690,11,Seaports
2023,40,0,790,7,Seaports
2023,44,1,850,15,Seaports
2023,40,1,950,6,Seaports
2023,39,0,517,19,Singapore
2023,36,1,1512,20,Singapore
2023,29,0,1913,10,Singapore
2023,37,0,1450,9,Singapore
2023,30,1,1004,14,Singapore
2023,49,1,1129,10,Singapore
2023,19,1,949,14,Singapore
2023,29,1,940,7,Singapore
2023,27,0,562,7,Singapore
2023,18,0,546,9,Singapore
2023,33,0,1200,5,Singapore
2023,50,1,590,14,Singapore
2023,29,1,1269,10,Singapore
2023,23,0,488,7,Singapore
2023,29,0,660,14,Singapore
2023,56,1,750,16,Singapore
2023,47,0,980,7,South Korea
2023,33,0,805,13,South Korea
2023,25,0,650,8,South Korea
2023,36,1,750,15,South Korea
2023,32,0,960,13,South Korea
2023,38,1,660,15,South Korea
2023,25,0,820,9,South Korea
2023,43,0,910,20,South Korea
2023,34,0,627,19,Taiwan
2023,29,1,466,8,Taiwan
2023,23,1,1045,10,Taiwan
2023,34,0,650,12,Taiwan
2023,30,0,773,14,Taiwan
2023,26,0,814,7,Taiwan
2023,31,1,690,9,Taiwan
2023,29,0,819,9,Tonga
2023,33,1,980,10,Tonga
2023,18,1,600,7,Tonga
2023,48,1,780,14,Tonga
2023,36,0,590,10,Tonga
2023,55,0,802,12,Tonga
2023,19,0,560,15,Tonga
2023,52,1,625,6,Tonga
2023,59,0,812,8,United Arab Emirates
2023,34,0,850,7,United Arab Emirates
2023,36,1,960,5,United Arab Emirates
2023,44,0,974,6,United Arab Emirates
2023,30,0,450,2,United Arab Emirates
2023,36,0,1998,15,United Arab Emirates
2023,49,1,509,2,United Arab Emirates
2023,38,1,1664,7,United States
2023,35,0,1279,14,United States
2023,52,0,519,2,United States
2023,56,1,617,2,United States
2023,35,1,630,3,United States
2023,46,0,530,3,United States
2023,28,1,860,5,United States
2023,29,1,960,4,United States
2023,36,1,562,3,United States
2023,42,0,619,7,United States
2023,35,0,852,5,United States
2023,42,1,960,3,United States
2023,48,1,850,6,United States
2023,36,1,970,4,United States
2023,50,0,750,8,United States
2023,59,1,660,6,United States
2023,18,0,697,4,United States
2023,52,0,569,4,United States
2023,41,1,695,5,United States
2023,27,1,660,7,United States
2023,44,1,740,6,United States
2023,58,1,740,3,United States
2023,22,1,494,2,United States
2023,44,1,645,3,United States
2023,31,0,1668,7,United States
2023,31,0,600,3,United States
2023,52,0,1557,7,United States
2023,36,0,1983,14,United States
2023,32,0,768,5,United States
2023,51,1,821,9,United States
2023,36,1,990,7,United States
2023,55,0,1020,10,United States
2023,32,0,1200,8,United States
2023,42,0,1100,10,United States
2023,33,0,950,5,United States
2023,50,1,960,6,United States
2023,40,0,650,4,American Samoa
2023,40,0,750,5,Australia
2023,49,0,980,8,Australia
2023,39,0,1687,14,Australia
2023,33,0,950,4,Australia
2023,43,1,920,6,Australia
2023,56,0,930,7,Australia
2023,59,1,980,4,Australia
2023,29,1,720,10,Australia
2023,23,0,845,5,Australia
2023,33,1,940,6,Australia
2023,24,0,800,5,Australia
2023,44,0,980,7,Australia
2023,23,0,498,2,Australia
2023,37,1,1020,10,Australia
2023,19,1,976,5,Australia
2023,37,1,1000,6,Australia
2023,35,1,1000,4,Australia
2023,56,1,795,3,Australia
2023,30,1,1100,12,Australia
2023,49,1,696,8,Australia
2023,37,1,960,6,Australia
2023,40,0,799,4,Australia
2023,36,1,650,5,Australia
2023,31,0,721,6,Australia
2023,23,0,1100,7,Australia
2023,39,1,723,10,Australia
2023,27,1,558,6,Australia
2023,52,0,719,4,Australia
2023,43,1,1200,6,Australia
2023,48,1,1504,14,Australia
2023,42,0,1100,12,Australia
2023,39,1,1020,14,Australia
2023,33,1,1400,21,Australia
2023,40,1,1100,10,Australia
2023,55,0,1020,12,Australia
2023,31,0,1100,14,Australia
2023,44,1,950,10,Australia
2023,55,1,650,6,Australia
2023,33,1,467,4,Australia
2023,20,0,690,5,Australia
2023,59,1,750,9,Australia
2023,55,0,560,7,Australia
2023,55,0,505,7,Australia
2023,32,0,470,4,Australia
2023,41,1,550,6,Australia
2023,30,0,660,21,Australia
2023,23,0,490,13,Australia
2023,59,1,530,13,Australia
2023,20,1,530,8,Australia
2023,47,1,950,10,Australia
2023,38,0,660,14,Australia
2023,28,1,450,15,Australia
2023,43,1,660,21,Australia
2023,41,0,850,10,Australia
2023,24,1,960,10,Australia
2023,29,0,450,14,Australia
2023,31,0,560,14,Australia
2023,20,1,750,10,Australia
2023,22,0,950,10,Australia
2023,52,0,960,16,Australia
2023,56,1,960,15,Australia
2023,17,1,450,7,Australia
2023,38,1,916,7,Australia
2023,52,0,660,7,Australia
2023,28,0,950,7,Australia
2023,47,1,750,6,Australia
2023,56,1,490,4,Australia
2023,32,1,580,7,Australia
2023,26,1,770,8,Australia
2023,34,0,690,6,Australia
2023,17,1,750,7,Australia
2023,54,0,919,9,Australia
2023,55,1,920,10,Australia
2023,56,0,960,7,Australia
2023,55,1,780,6,Australia
2023,1,1,850,5,Australia
2023,2,1,538,7,Australia
2023,51,1,881,6,Australia
2023,22,0,1163,21,Australia
2023,2,1,999,10,Australia
2023,2,1,559,8,Australia
2023,21,0,580,3,Australia
2023,51,1,524,10,Australia
2023,45,0,620,3,Australia
2023,27,0,960,7,Australia
2023,41,0,780,10,Australia
2023,48,1,980,12,Australia
2023,8,0,1020,10,Australia
2023,9,1,1100,14,Australia
2023,18,0,1130,10,Australia
2023,19,1,473,7,Australia
2023,50,1,960,7,Australia
2023,45,0,611,3,Australia
2023,52,1,875,4,Australia
2023,15,0,483,2,Australia
2023,15,0,850,10,Australia
2023,3,1,800,21,Australia
2023,39,0,891,9,Australia
2023,30,0,800,14,Australia
2023,32,1,900,17,Australia
2023,41,0,972,10,Australia
2023,32,0,950,10,Australia
2023,32,1,450,14,Australia
2023,32,0,660,10,Australia
2023,21,0,450,19,Australia
2023,27,1,980,25,Australia
2023,32,1,960,20,Australia
2023,53,1,780,7,Australia
2023,51,0,850,19,Australia
2023,18,0,950,27,Australia
2023,57,0,960,13,Australia
2023,33,0,940,23,Australia
2023,33,0,780,24,Australia
2023,12,0,750,18,Australia
2023,26,0,650,14,Australia
2023,36,0,490,6,Australia
2023,34,0,846,13,Australia
2023,57,0,560,21,Australia
2023,31,1,780,9,Australia
2023,49,1,450,12,Australia
2023,35,0,950,16,Australia
2023,17,0,650,22,Australia
2023,48,1,630,26,Australia
2023,26,0,450,27,Australia
2023,15,1,900,13,Australia
2023,12,0,853,16,Australia
2023,39,1,780,21,Australia
2023,11,0,980,7,Australia
2023,17,1,691,11,Australia
2023,11,0,680,19,Australia
2023,25,0,984,18,Australia
2023,43,0,690,19,Australia
2023,17,0,750,13,Australia
2023,38,0,850,20,Australia
2023,44,0,490,27,Australia
2023,45,0,788,6,Australia
2023,28,0,650,14,Australia
2023,29,0,780,6,Australia
2023,25,0,780,25,Australia
2023,28,0,960,15,Australia
2023,33,0,484,20,Canada
2023,26,0,690,18,Canada
2023,52,0,662,26,Canada
2023,39,0,640,12,Canada
2023,20,1,890,8,Canada
2023,26,0,750,22,Canada
2023,23,0,980,7,Canada
2023,21,0,750,17,Canada
2023,52,0,910,15,Chile
2023,35,0,514,18,Chile
2023,30,1,564,9,Chile
2023,49,1,1000,21,Chile
2023,30,1,1100,27,Chile
2023,32,0,486,20,Chile
2023,57,1,1080,18,Chile
2023,34,0,1060,25,Chile
2023,20,1,900,28,China
2023,35,1,870,8,China
2023,52,0,712,18,China
2023,45,1,640,28,China
2023,34,1,960,21,China
2023,32,1,690,25,China
2023,39,1,613,16,China
2023,58,0,1010,21,Cook Islands
2023,37,0,950,24,Cook Islands
2023,32,0,698,22,Cook Islands
2023,57,0,1062,28,Cook Islands
2023,59,0,789,21,Cook Islands
2023,26,0,650,17,Cook Islands
2023,31,1,1020,7,Fiji
2023,20,1,879,14,Fiji
2023,32,1,960,23,Fiji
2023,59,1,650,14,Fiji
2023,27,0,780,10,Fiji
2023,35,1,750,13,Fiji
2023,29,0,660,16,Fiji
2023,22,1,740,18,Fiji
2023,53,1,595,7,Fiji
2023,33,0,794,16,Fiji
2023,29,0,960,6,Fiji
2023,32,1,650,18,Fiji
2023,23,0,450,8,Fiji
2023,26,0,770,13,Fiji
2023,28,1,980,13,French Polynesia
2023,28,1,712,14,French Polynesia
2023,58,0,871,22,French Polynesia
2023,32,1,740,25,French Polynesia
2023,49,1,702,14,French Polynesia
2023,33,1,830,22,French Polynesia
2023,56,0,743,13,French Polynesia
2023,42,0,910,22,French Polynesia
2023,52,1,760,22,Hong Kong
2023,50,0,580,16,Hong Kong
2023,44,1,564,6,Hong Kong
2023,47,0,973,6,Hong Kong
2023,21,1,1983,14,Hong Kong
2023,53,0,809,8,Hong Kong
2023,22,0,1384,21,Hong Kong
2023,55,0,1904,7,Hong Kong
2023,17,1,1901,14,Japan
2023,24,0,629,3,Japan
2023,32,0,524,5,Japan
2023,35,0,670,14,Japan
2023,33,0,660,10,Japan
2023,49,0,780,5,Japan
2023,25,0,910,7,Japan
2023,48,0,890,7,Japan
2023,33,1,900,10,Malaysia
2023,26,0,750,7,Malaysia
2023,50,1,810,7,Malaysia
2023,21,1,600,7,Malaysia
2023,18,0,603,7,Malaysia
2023,29,0,700,9,Malaysia
2023,55,0,474,5,Malaysia
2023,36,0,568,5,Malaysia
2023,36,1,627,6,New Caledonia
2023,49,0,600,7,New Caledonia
2023,57,1,722,7,New Caledonia
2023,46,1,563,3,New Caledonia
2023,29,0,700,7,New Caledonia
2023,57,0,900,7,New Caledonia
2023,17,0,1149,10,New Caledonia
2023,42,0,1000,14,Samoa
2023,22,1,741,10,Samoa
2023,19,1,1500,14,Samoa
2023,48,0,1100,7,Samoa
2023,32,1,813,9,Samoa
2023,36,1,690,4,Samoa
2023,25,0,1200,14,Samoa
2023,30,1,1005,14,Samoa
2023,47,0,1020,9,Seaports
2023,25,0,519,10,Seaports
2023,22,0,1300,21,Seaports
2023,65,1,650,14,Seaports
2023,36,1,940,10,Seaports
2023,47,1,633,7,Seaports
2023,2,1,1370,13,Singapore
2023,53,1,1325,22,Singapore
2023,3,0,1339,14,Singapore
2023,57,0,1850,20,Singapore
2023,42,1,596,11,Singapore
2023,33,1,821,21,Singapore
2023,32,0,1838,22,Singapore
2023,28,0,566,14,Singapore
2023,57,0,670,24,Singapore
2023,57,1,1969,7,Singapore
2023,35,1,977,8,Singapore
2023,21,0,1644,10,Singapore
2023,22,1,797,23,Singapore
2023,28,1,1771,26,Singapore
2023,46,1,1651,17,Singapore
2023,56,1,459,6,Singapore
2023,22,1,1748,14,South Korea
2023,41,1,1143,9,South Korea
2023,26,0,1178,14,South Korea
2023,28,1,1219,23,South Korea
2023,44,0,1936,27,South Korea
2023,46,0,1855,18,South Korea
2023,40,1,1027,22,South Korea
2023,63,0,667,14,South Korea
2023,33,0,1541,9,United Arab Emirates
2023,45,1,1706,13,United Arab Emirates
2023,26,1,1969,24,United Arab Emirates
2023,35,0,922,25,United Arab Emirates
2023,35,0,453,12,United Arab Emirates
2023,6,0,1279,11,United Arab Emirates
2023,50,1,1906,8,United Arab Emirates
2023,59,0,1809,7,United Arab Emirates
2023,22,0,1527,6,United States
2023,56,0,1679,7,United States
2023,37,0,1940,19,United States
2023,20,0,1048,15,United States
2023,38,0,604,19,United States
2023,38,0,453,11,United States
2023,33,0,1864,16,United States
2023,17,1,1986,22,United States
2023,51,0,1960,24,United States
2023,21,1,1752,28,United States
2023,22,0,1631,18,United States
2023,5,1,1475,25,United States
2023,40,0,808,24,United States
2023,37,0,1471,19,United States
2023,30,0,1874,15,United States
2023,35,0,1294,8,United States
2023,42,0,1534,28,United States
2023,23,0,1379,8,United States
2023,32,0,1549,26,United States
2023,51,1,1247,28,United States
2023,28,0,1744,10,United States
2023,2,0,1888,22,United States
2023,59,0,1187,18,United States
2023,37,0,1333,8,United States
2023,33,0,1271,15,United States
2023,57,1,1015,11,United States
2023,57,0,830,26,United States
2023,52,0,1698,10,United States
2023,57,1,832,10,United States
2023,38,0,1013,27,United States
2023,54,0,1944,24,United States
2023,39,0,1364,15,United States
2023,26,0,546,21,United States
2023,36,0,520,25,United States
